Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00016 ; 18/10/2025 ; 09:00 ; 00555 ; 00041 ; 00136 ; 00001 ; 00000 ; 00000 ; 00316 ; 00064 ; 00066 ; 00011 ; 00000 ; 00000
00016 ; 18/10/2025 ; 10:00 ; 00683 ; 00035 ; 00182 ; 00003 ; 00000 ; 00000 ; 00476 ; 00055 ; 00125 ; 00016 ; 00000 ; 00000
00016 ; 18/10/2025 ; 11:00 ; 00776 ; 00038 ; 00262 ; 00003 ; 00000 ; 00000 ; 00685 ; 00083 ; 00245 ; 00018 ; 00000 ; 00000
00016 ; 18/10/2025 ; 12:00 ; 00884 ; 00041 ; 00308 ; 00002 ; 00000 ; 00000 ; 00734 ; 00064 ; 00257 ; 00016 ; 00000 ; 00000
00016 ; 18/10/2025 ; 13:00 ; 00813 ; 00053 ; 00268 ; 00004 ; 00000 ; 00000 ; 00785 ; 00052 ; 00321 ; 00023 ; 00000 ; 00000
00016 ; 18/10/2025 ; 14:00 ; 00849 ; 00040 ; 00333 ; 00011 ; 00000 ; 00000 ; 00784 ; 00050 ; 00347 ; 00026 ; 00000 ; 00000
00016 ; 18/10/2025 ; 15:00 ; 00659 ; 00031 ; 00211 ; 00009 ; 00000 ; 00000 ; 00675 ; 00051 ; 00241 ; 00016 ; 00000 ; 00000
00016 ; 18/10/2025 ; 16:00 ; 00642 ; 00030 ; 00169 ; 00001 ; 00000 ; 00000 ; 00583 ; 00032 ; 00179 ; 00010 ; 00000 ; 00000
00016 ; 18/10/2025 ; 17:00 ; 00781 ; 00024 ; 00233 ; 00002 ; 00000 ; 00000 ; 00693 ; 00037 ; 00225 ; 00001 ; 00000 ; 00000
00016 ; 18/10/2025 ; 18:00 ; 00892 ; 00026 ; 00321 ; 00005 ; 00000 ; 00000 ; 00793 ; 00031 ; 00341 ; 00006 ; 00000 ; 00000
00016 ; 18/10/2025 ; 19:00 ; 00813 ; 00025 ; 00258 ; 00002 ; 00000 ; 00000 ; 00786 ; 00043 ; 00317 ; 00028 ; 00000 ; 00000
00016 ; 18/10/2025 ; 20:00 ; 00817 ; 00029 ; 00283 ; 00000 ; 00000 ; 00000 ; 00757 ; 00045 ; 00329 ; 00021 ; 00000 ; 00000
00016 ; 18/10/2025 ; 21:00 ; 00728 ; 00024 ; 00223 ; 00003 ; 00000 ; 00000 ; 00704 ; 00031 ; 00294 ; 00025 ; 00000 ; 00000
00016 ; 18/10/2025 ; 22:00 ; 00551 ; 00017 ; 00134 ; 00002 ; 00000 ; 00000 ; 00477 ; 00023 ; 00134 ; 00003 ; 00000 ; 00000
00016 ; 18/10/2025 ; 23:00 ; 00350 ; 00015 ; 00065 ; 00000 ; 00000 ; 00000 ; 00376 ; 00015 ; 00091 ; 00001 ; 00000 ; 00000
00016 ; 18/10/2025 ; 24:00 ; 00239 ; 00017 ; 00035 ; 00000 ; 00000 ; 00000 ; 00336 ; 00009 ; 00055 ; 00006 ; 00000 ; 00000
00016 ; 19/10/2025 ; 01:00 ; 00202 ; 00010 ; 00022 ; 00002 ; 00000 ; 00000 ; 00203 ; 00008 ; 00030 ; 00001 ; 00000 ; 00000
00016 ; 19/10/2025 ; 02:00 ; 00089 ; 00014 ; 00008 ; 00001 ; 00000 ; 00000 ; 00104 ; 00007 ; 00019 ; 00000 ; 00000 ; 00000
00016 ; 19/10/2025 ; 03:00 ; 00045 ; 00007 ; 00002 ; 00000 ; 00000 ; 00000 ; 00071 ; 00004 ; 00005 ; 00000 ; 00000 ; 00000
00016 ; 19/10/2025 ; 04:00 ; 00035 ; 00003 ; 00002 ; 00000 ; 00000 ; 00000 ; 00027 ; 00009 ; 00005 ; 00000 ; 00000 ; 00000
00016 ; 19/10/2025 ; 05:00 ; 00040 ; 00003 ; 00002 ; 00000 ; 00000 ; 00000 ; 00027 ; 00006 ; 00003 ; 00000 ; 00000 ; 00000
00016 ; 19/10/2025 ; 06:00 ; 00090 ; 00011 ; 00006 ; 00000 ; 00000 ; 00000 ; 00049 ; 00004 ; 00000 ; 00001 ; 00000 ; 00000
00016 ; 19/10/2025 ; 07:00 ; 00109 ; 00008 ; 00006 ; 00000 ; 00000 ; 00000 ; 00088 ; 00008 ; 00008 ; 00000 ; 00000 ; 00000
00016 ; 19/10/2025 ; 08:00 ; 00257 ; 00009 ; 00029 ; 00000 ; 00000 ; 00000 ; 00125 ; 00017 ; 00014 ; 00002 ; 00000 ; 00000
00016 ; 19/10/2025 ; 09:00 ; 00365 ; 00019 ; 00068 ; 00001 ; 00000 ; 00000 ; 00228 ; 00019 ; 00028 ; 00001 ; 00000 ; 00000
00016 ; 19/10/2025 ; 10:00 ; 00539 ; 00021 ; 00092 ; 00000 ; 00000 ; 00000 ; 00368 ; 00025 ; 00061 ; 00003 ; 00000 ; 00000
00016 ; 19/10/2025 ; 11:00 ; 00698 ; 00032 ; 00155 ; 00004 ; 00000 ; 00000 ; 00498 ; 00045 ; 00129 ; 00010 ; 00000 ; 00000
00016 ; 19/10/2025 ; 12:00 ; 00654 ; 00043 ; 00181 ; 00003 ; 00000 ; 00000 ; 00610 ; 00042 ; 00178 ; 00007 ; 00000 ; 00000
00016 ; 19/10/2025 ; 13:00 ; 00679 ; 00047 ; 00193 ; 00001 ; 00000 ; 00000 ; 00610 ; 00029 ; 00171 ; 00006 ; 00000 ; 00000
00016 ; 19/10/2025 ; 14:00 ; 00747 ; 00043 ; 00221 ; 00004 ; 00000 ; 00000 ; 00631 ; 00036 ; 00221 ; 00015 ; 00000 ; 00000
00016 ; 19/10/2025 ; 15:00 ; 00541 ; 00028 ; 00121 ; 00001 ; 00000 ; 00000 ; 00531 ; 00036 ; 00140 ; 00003 ; 00000 ; 00000
00016 ; 19/10/2025 ; 16:00 ; 00482 ; 00025 ; 00099 ; 00003 ; 00000 ; 00000 ; 00448 ; 00034 ; 00122 ; 00005 ; 00000 ; 00000
00016 ; 19/10/2025 ; 17:00 ; 00595 ; 00032 ; 00143 ; 00002 ; 00000 ; 00000 ; 00527 ; 00028 ; 00152 ; 00006 ; 00000 ; 00000
00016 ; 19/10/2025 ; 18:00 ; 00625 ; 00023 ; 00147 ; 00000 ; 00000 ; 00000 ; 00603 ; 00028 ; 00169 ; 00018 ; 00000 ; 00000
00016 ; 19/10/2025 ; 19:00 ; 00620 ; 00026 ; 00156 ; 00002 ; 00000 ; 00000 ; 00660 ; 00033 ; 00220 ; 00009 ; 00000 ; 00000
00016 ; 19/10/2025 ; 20:00 ; 00605 ; 00032 ; 00171 ; 00002 ; 00000 ; 00000 ; 00630 ; 00043 ; 00209 ; 00016 ; 00000 ; 00000
00016 ; 19/10/2025 ; 21:00 ; 00481 ; 00022 ; 00108 ; 00000 ; 00000 ; 00000 ; 00553 ; 00033 ; 00168 ; 00002 ; 00000 ; 00000
00016 ; 19/10/2025 ; 22:00 ; 00365 ; 00017 ; 00058 ; 00000 ; 00000 ; 00000 ; 00373 ; 00019 ; 00077 ; 00005 ; 00000 ; 00000
00016 ; 19/10/2025 ; 23:00 ; 00211 ; 00011 ; 00019 ; 00000 ; 00000 ; 00000 ; 00229 ; 00014 ; 00054 ; 00000 ; 00000 ; 00000
00016 ; 19/10/2025 ; 24:00 ; 00097 ; 00009 ; 00005 ; 00001 ; 00000 ; 00000 ; 00127 ; 00005 ; 00021 ; 00001 ; 00000 ; 00000
00030 ; 13/10/2025 ; 01:00 ; 00033 ; 00038 ; 00010 ; 00003 ; 00000 ; 00000 ; 00045 ; 00075 ; 00014 ; 00007 ; 00000 ; 00000
00030 ; 13/10/2025 ; 02:00 ; 00014 ; 00041 ; 00006 ; 00002 ; 00000 ; 00000 ; 00022 ; 00058 ; 00016 ; 00005 ; 00000 ; 00000
00030 ; 13/10/2025 ; 03:00 ; 00009 ; 00039 ; 00003 ; 00001 ; 00000 ; 00000 ; 00023 ; 00062 ; 00011 ; 00007 ; 00000 ; 00000
00030 ; 13/10/2025 ; 04:00 ; 00014 ; 00034 ; 00005 ; 00005 ; 00000 ; 00000 ; 00021 ; 00047 ; 00010 ; 00003 ; 00000 ; 00000
00030 ; 13/10/2025 ; 05:00 ; 00015 ; 00045 ; 00011 ; 00007 ; 00000 ; 00000 ; 00023 ; 00047 ; 00004 ; 00003 ; 00000 ; 00000
00030 ; 13/10/2025 ; 06:00 ; 00052 ; 00060 ; 00033 ; 00005 ; 00000 ; 00000 ; 00091 ; 00078 ; 00040 ; 00006 ; 00000 ; 00000
00030 ; 13/10/2025 ; 07:00 ; 00144 ; 00091 ; 00085 ; 00011 ; 00000 ; 00000 ; 00139 ; 00125 ; 00073 ; 00013 ; 00000 ; 00000
00030 ; 13/10/2025 ; 08:00 ; 00236 ; 00143 ; 00231 ; 00019 ; 00000 ; 00000 ; 00238 ; 00136 ; 00149 ; 00007 ; 00000 ; 00000
00030 ; 13/10/2025 ; 09:00 ; 00214 ; 00156 ; 00207 ; 00030 ; 00000 ; 00000 ; 00217 ; 00212 ; 00137 ; 00017 ; 00000 ; 00000
00030 ; 13/10/2025 ; 10:00 ; 00206 ; 00160 ; 00182 ; 00039 ; 00000 ; 00000 ; 00185 ; 00198 ; 00105 ; 00013 ; 00000 ; 00000
00030 ; 13/10/2025 ; 11:00 ; 00207 ; 00174 ; 00160 ; 00030 ; 00000 ; 00000 ; 00198 ; 00263 ; 00130 ; 00026 ; 00000 ; 00000
00030 ; 13/10/2025 ; 12:00 ; 00181 ; 00161 ; 00175 ; 00028 ; 00000 ; 00000 ; 00198 ; 00227 ; 00109 ; 00020 ; 00000 ; 00000
00030 ; 13/10/2025 ; 13:00 ; 00159 ; 00180 ; 00170 ; 00033 ; 00000 ; 00000 ; 00236 ; 00198 ; 00112 ; 00018 ; 00000 ; 00000
00030 ; 13/10/2025 ; 14:00 ; 00147 ; 00167 ; 00152 ; 00021 ; 00000 ; 00000 ; 00236 ; 00223 ; 00123 ; 00011 ; 00000 ; 00000
00030 ; 13/10/2025 ; 15:00 ; 00184 ; 00154 ; 00152 ; 00022 ; 00000 ; 00000 ; 00245 ; 00191 ; 00123 ; 00018 ; 00000 ; 00000
00030 ; 13/10/2025 ; 16:00 ; 00200 ; 00152 ; 00175 ; 00022 ; 00000 ; 00000 ; 00230 ; 00231 ; 00159 ; 00013 ; 00000 ; 00000
00030 ; 13/10/2025 ; 17:00 ; 00234 ; 00166 ; 00193 ; 00034 ; 00000 ; 00000 ; 00222 ; 00268 ; 00163 ; 00030 ; 00000 ; 00000
00030 ; 13/10/2025 ; 18:00 ; 00247 ; 00123 ; 00165 ; 00016 ; 00000 ; 00000 ; 00262 ; 00229 ; 00187 ; 00019 ; 00000 ; 00000
00030 ; 13/10/2025 ; 19:00 ; 00228 ; 00126 ; 00190 ; 00013 ; 00000 ; 00000 ; 00235 ; 00190 ; 00122 ; 00011 ; 00000 ; 00000
00030 ; 13/10/2025 ; 20:00 ; 00171 ; 00100 ; 00106 ; 00009 ; 00000 ; 00000 ; 00200 ; 00160 ; 00094 ; 00007 ; 00000 ; 00000
00030 ; 13/10/2025 ; 21:00 ; 00123 ; 00067 ; 00051 ; 00005 ; 00000 ; 00000 ; 00158 ; 00123 ; 00064 ; 00014 ; 00000 ; 00000
00030 ; 13/10/2025 ; 22:00 ; 00082 ; 00047 ; 00019 ; 00009 ; 00000 ; 00000 ; 00108 ; 00091 ; 00048 ; 00005 ; 00000 ; 00000
00030 ; 13/10/2025 ; 23:00 ; 00067 ; 00034 ; 00021 ; 00004 ; 00000 ; 00000 ; 00041 ; 00071 ; 00025 ; 00006 ; 00000 ; 00000
00030 ; 13/10/2025 ; 24:00 ; 00020 ; 00037 ; 00009 ; 00004 ; 00000 ; 00000 ; 00039 ; 00047 ; 00010 ; 00004 ; 00000 ; 00000
00030 ; 14/10/2025 ; 01:00 ; 00022 ; 00034 ; 00008 ; 00003 ; 00000 ; 00000 ; 00024 ; 00041 ; 00006 ; 00005 ; 00000 ; 00000
00030 ; 14/10/2025 ; 02:00 ; 00009 ; 00024 ; 00002 ; 00001 ; 00000 ; 00000 ; 00019 ; 00055 ; 00001 ; 00002 ; 00000 ; 00000
00030 ; 14/10/2025 ; 03:00 ; 00010 ; 00031 ; 00005 ; 00000 ; 00000 ; 00000 ; 00006 ; 00053 ; 00005 ; 00004 ; 00000 ; 00000
00030 ; 14/10/2025 ; 04:00 ; 00005 ; 00029 ; 00004 ; 00004 ; 00000 ; 00000 ; 00009 ; 00059 ; 00002 ; 00009 ; 00000 ; 00000
00030 ; 14/10/2025 ; 05:00 ; 00011 ; 00031 ; 00007 ; 00005 ; 00000 ; 00000 ; 00011 ; 00070 ; 00005 ; 00003 ; 00000 ; 00000
00030 ; 14/10/2025 ; 06:00 ; 00054 ; 00051 ; 00026 ; 00002 ; 00000 ; 00000 ; 00071 ; 00089 ; 00035 ; 00009 ; 00000 ; 00000
00030 ; 14/10/2025 ; 07:00 ; 00135 ; 00065 ; 00075 ; 00009 ; 00000 ; 00000 ; 00106 ; 00173 ; 00070 ; 00016 ; 00000 ; 00000
00030 ; 14/10/2025 ; 08:00 ; 00298 ; 00110 ; 00206 ; 00014 ; 00000 ; 00000 ; 00226 ; 00227 ; 00207 ; 00035 ; 00000 ; 00000
00030 ; 14/10/2025 ; 09:00 ; 00287 ; 00107 ; 00173 ; 00010 ; 00000 ; 00000 ; 00173 ; 00294 ; 00128 ; 00040 ; 00000 ; 00000
00030 ; 14/10/2025 ; 10:00 ; 00198 ; 00158 ; 00167 ; 00026 ; 00000 ; 00000 ; 00151 ; 00240 ; 00098 ; 00026 ; 00000 ; 00000
00030 ; 14/10/2025 ; 11:00 ; 00160 ; 00180 ; 00146 ; 00039 ; 00000 ; 00000 ; 00162 ; 00287 ; 00117 ; 00027 ; 00000 ; 00000
00030 ; 14/10/2025 ; 12:00 ; 00137 ; 00194 ; 00115 ; 00031 ; 00000 ; 00000 ; 00170 ; 00301 ; 00089 ; 00032 ; 00000 ; 00000
00030 ; 14/10/2025 ; 13:00 ; 00144 ; 00161 ; 00112 ; 00022 ; 00000 ; 00000 ; 00175 ; 00281 ; 00142 ; 00030 ; 00000 ; 00000
00030 ; 14/10/2025 ; 14:00 ; 00166 ; 00133 ; 00107 ; 00037 ; 00000 ; 00000 ; 00197 ; 00263 ; 00136 ; 00022 ; 00000 ; 00000
00030 ; 14/10/2025 ; 15:00 ; 00176 ; 00168 ; 00170 ; 00040 ; 00000 ; 00000 ; 00196 ; 00274 ; 00140 ; 00023 ; 00000 ; 00000
00030 ; 14/10/2025 ; 16:00 ; 00167 ; 00187 ; 00160 ; 00037 ; 00000 ; 00000 ; 00219 ; 00286 ; 00156 ; 00028 ; 00000 ; 00000
00030 ; 14/10/2025 ; 17:00 ; 00172 ; 00195 ; 00164 ; 00024 ; 00000 ; 00000 ; 00224 ; 00259 ; 00139 ; 00021 ; 00000 ; 00000
00030 ; 14/10/2025 ; 18:00 ; 00196 ; 00139 ; 00164 ; 00030 ; 00000 ; 00000 ; 00271 ; 00209 ; 00171 ; 00021 ; 00000 ; 00000
00030 ; 14/10/2025 ; 19:00 ; 00144 ; 00165 ; 00170 ; 00031 ; 00000 ; 00000 ; 00191 ; 00194 ; 00121 ; 00011 ; 00000 ; 00000
00030 ; 14/10/2025 ; 20:00 ; 00119 ; 00143 ; 00103 ; 00016 ; 00000 ; 00000 ; 00190 ; 00168 ; 00093 ; 00019 ; 00000 ; 00000
00030 ; 14/10/2025 ; 21:00 ; 00097 ; 00091 ; 00049 ; 00011 ; 00000 ; 00000 ; 00136 ; 00135 ; 00043 ; 00004 ; 00000 ; 00000
00030 ; 14/10/2025 ; 22:00 ; 00072 ; 00061 ; 00025 ; 00002 ; 00000 ; 00000 ; 00106 ; 00110 ; 00044 ; 00005 ; 00000 ; 00000
00030 ; 14/10/2025 ; 23:00 ; 00069 ; 00062 ; 00026 ; 00009 ; 00000 ; 00000 ; 00054 ; 00084 ; 00016 ; 00003 ; 00000 ; 00000
00030 ; 14/10/2025 ; 24:00 ; 00029 ; 00059 ; 00009 ; 00001 ; 00000 ; 00000 ; 00030 ; 00069 ; 00009 ; 00004 ; 00000 ; 00000
00030 ; 15/10/2025 ; 01:00 ; 00017 ; 00039 ; 00008 ; 00000 ; 00000 ; 00000 ; 00023 ; 00045 ; 00007 ; 00004 ; 00000 ; 00000
00030 ; 15/10/2025 ; 02:00 ; 00006 ; 00037 ; 00003 ; 00002 ; 00000 ; 00000 ; 00022 ; 00042 ; 00008 ; 00004 ; 00000 ; 00000
00030 ; 15/10/2025 ; 03:00 ; 00008 ; 00038 ; 00004 ; 00000 ; 00000 ; 00000 ; 00012 ; 00044 ; 00005 ; 00006 ; 00000 ; 00000
00030 ; 15/10/2025 ; 04:00 ; 00015 ; 00031 ; 00005 ; 00003 ; 00000 ; 00000 ; 00011 ; 00058 ; 00001 ; 00003 ; 00000 ; 00000
00030 ; 15/10/2025 ; 05:00 ; 00014 ; 00035 ; 00010 ; 00006 ; 00000 ; 00000 ; 00020 ; 00065 ; 00006 ; 00004 ; 00000 ; 00000
00030 ; 15/10/2025 ; 06:00 ; 00054 ; 00067 ; 00029 ; 00008 ; 00000 ; 00000 ; 00078 ; 00095 ; 00034 ; 00007 ; 00000 ; 00000
00030 ; 15/10/2025 ; 07:00 ; 00130 ; 00092 ; 00099 ; 00011 ; 00000 ; 00000 ; 00101 ; 00176 ; 00082 ; 00015 ; 00000 ; 00000
00030 ; 15/10/2025 ; 08:00 ; 00201 ; 00152 ; 00228 ; 00042 ; 00000 ; 00000 ; 00212 ; 00235 ; 00163 ; 00028 ; 00000 ; 00000
00030 ; 15/10/2025 ; 09:00 ; 00181 ; 00161 ; 00233 ; 00027 ; 00000 ; 00000 ; 00162 ; 00266 ; 00127 ; 00024 ; 00000 ; 00000
00030 ; 15/10/2025 ; 10:00 ; 00167 ; 00183 ; 00192 ; 00066 ; 00000 ; 00000 ; 00154 ; 00263 ; 00091 ; 00027 ; 00000 ; 00000
00030 ; 15/10/2025 ; 11:00 ; 00160 ; 00207 ; 00175 ; 00061 ; 00000 ; 00000 ; 00195 ; 00238 ; 00090 ; 00023 ; 00000 ; 00000
00030 ; 15/10/2025 ; 12:00 ; 00150 ; 00183 ; 00186 ; 00041 ; 00000 ; 00000 ; 00153 ; 00285 ; 00126 ; 00042 ; 00000 ; 00000
00030 ; 15/10/2025 ; 13:00 ; 00129 ; 00196 ; 00148 ; 00043 ; 00000 ; 00000 ; 00189 ; 00260 ; 00124 ; 00021 ; 00000 ; 00000
00030 ; 15/10/2025 ; 14:00 ; 00125 ; 00187 ; 00148 ; 00042 ; 00000 ; 00000 ; 00217 ; 00273 ; 00141 ; 00021 ; 00000 ; 00000
00030 ; 15/10/2025 ; 15:00 ; 00161 ; 00193 ; 00167 ; 00039 ; 00000 ; 00000 ; 00196 ; 00221 ; 00104 ; 00028 ; 00000 ; 00000
00030 ; 15/10/2025 ; 16:00 ; 00153 ; 00210 ; 00168 ; 00046 ; 00000 ; 00000 ; 00215 ; 00217 ; 00126 ; 00018 ; 00000 ; 00000
00030 ; 15/10/2025 ; 17:00 ; 00155 ; 00212 ; 00214 ; 00067 ; 00000 ; 00000 ; 00252 ; 00197 ; 00134 ; 00014 ; 00000 ; 00000
00030 ; 15/10/2025 ; 18:00 ; 00175 ; 00169 ; 00176 ; 00032 ; 00000 ; 00000 ; 00266 ; 00204 ; 00163 ; 00012 ; 00000 ; 00000
00030 ; 15/10/2025 ; 19:00 ; 00184 ; 00152 ; 00149 ; 00027 ; 00000 ; 00000 ; 00240 ; 00143 ; 00098 ; 00012 ; 00000 ; 00000
00030 ; 15/10/2025 ; 20:00 ; 00123 ; 00163 ; 00122 ; 00025 ; 00000 ; 00000 ; 00206 ; 00149 ; 00117 ; 00010 ; 00000 ; 00000
00030 ; 15/10/2025 ; 21:00 ; 00093 ; 00115 ; 00072 ; 00013 ; 00000 ; 00000 ; 00172 ; 00099 ; 00058 ; 00004 ; 00000 ; 00000
00030 ; 15/10/2025 ; 22:00 ; 00065 ; 00089 ; 00043 ; 00011 ; 00000 ; 00000 ; 00102 ; 00074 ; 00035 ; 00004 ; 00000 ; 00000
00030 ; 15/10/2025 ; 23:00 ; 00061 ; 00072 ; 00034 ; 00005 ; 00000 ; 00000 ; 00065 ; 00074 ; 00024 ; 00010 ; 00000 ; 00000
00030 ; 15/10/2025 ; 24:00 ; 00030 ; 00052 ; 00007 ; 00006 ; 00000 ; 00000 ; 00037 ; 00050 ; 00008 ; 00005 ; 00000 ; 00000
00030 ; 16/10/2025 ; 01:00 ; 00029 ; 00038 ; 00016 ; 00003 ; 00000 ; 00000 ; 00020 ; 00043 ; 00007 ; 00003 ; 00000 ; 00000
00030 ; 16/10/2025 ; 02:00 ; 00013 ; 00058 ; 00005 ; 00000 ; 00000 ; 00000 ; 00022 ; 00038 ; 00005 ; 00003 ; 00000 ; 00000
00030 ; 16/10/2025 ; 03:00 ; 00007 ; 00037 ; 00005 ; 00003 ; 00000 ; 00000 ; 00015 ; 00033 ; 00002 ; 00002 ; 00000 ; 00000
00030 ; 16/10/2025 ; 04:00 ; 00009 ; 00042 ; 00006 ; 00006 ; 00000 ; 00000 ; 00011 ; 00034 ; 00006 ; 00002 ; 00000 ; 00000
00030 ; 16/10/2025 ; 05:00 ; 00019 ; 00044 ; 00008 ; 00008 ; 00000 ; 00000 ; 00018 ; 00057 ; 00008 ; 00006 ; 00000 ; 00000
00030 ; 16/10/2025 ; 06:00 ; 00048 ; 00056 ; 00034 ; 00005 ; 00000 ; 00000 ; 00068 ; 00073 ; 00038 ; 00006 ; 00000 ; 00000
00030 ; 16/10/2025 ; 07:00 ; 00109 ; 00127 ; 00113 ; 00021 ; 00000 ; 00000 ; 00126 ; 00128 ; 00060 ; 00011 ; 00000 ; 00000
00030 ; 16/10/2025 ; 08:00 ; 00213 ; 00169 ; 00297 ; 00048 ; 00000 ; 00000 ; 00233 ; 00164 ; 00150 ; 00014 ; 00000 ; 00000
00030 ; 16/10/2025 ; 09:00 ; 00172 ; 00189 ; 00291 ; 00046 ; 00000 ; 00000 ; 00217 ; 00226 ; 00132 ; 00020 ; 00000 ; 00000
00030 ; 16/10/2025 ; 10:00 ; 00156 ; 00209 ; 00219 ; 00055 ; 00000 ; 00000 ; 00173 ; 00217 ; 00102 ; 00022 ; 00000 ; 00000
00030 ; 16/10/2025 ; 11:00 ; 00110 ; 00257 ; 00187 ; 00080 ; 00000 ; 00000 ; 00194 ; 00207 ; 00088 ; 00022 ; 00000 ; 00000
00030 ; 16/10/2025 ; 12:00 ; 00111 ; 00210 ; 00170 ; 00061 ; 00000 ; 00000 ; 00196 ; 00177 ; 00083 ; 00010 ; 00000 ; 00000
00030 ; 16/10/2025 ; 13:00 ; 00125 ; 00209 ; 00151 ; 00047 ; 00000 ; 00000 ; 00196 ; 00230 ; 00134 ; 00014 ; 00000 ; 00000
00030 ; 16/10/2025 ; 14:00 ; 00125 ; 00195 ; 00139 ; 00057 ; 00000 ; 00000 ; 00254 ; 00179 ; 00112 ; 00008 ; 00000 ; 00000
00030 ; 16/10/2025 ; 15:00 ; 00146 ; 00211 ; 00233 ; 00058 ; 00000 ; 00000 ; 00232 ; 00167 ; 00103 ; 00010 ; 00000 ; 00000
00030 ; 16/10/2025 ; 16:00 ; 00148 ; 00230 ; 00228 ; 00068 ; 00000 ; 00000 ; 00247 ; 00173 ; 00127 ; 00016 ; 00000 ; 00000
00030 ; 16/10/2025 ; 17:00 ; 00165 ; 00234 ; 00240 ; 00067 ; 00000 ; 00000 ; 00311 ; 00156 ; 00147 ; 00005 ; 00000 ; 00000
00030 ; 16/10/2025 ; 18:00 ; 00204 ; 00200 ; 00250 ; 00040 ; 00000 ; 00000 ; 00320 ; 00154 ; 00131 ; 00007 ; 00000 ; 00000
00030 ; 16/10/2025 ; 19:00 ; 00204 ; 00152 ; 00215 ; 00038 ; 00000 ; 00000 ; 00280 ; 00112 ; 00101 ; 00007 ; 00000 ; 00000
00030 ; 16/10/2025 ; 20:00 ; 00129 ; 00168 ; 00106 ; 00030 ; 00000 ; 00000 ; 00233 ; 00123 ; 00097 ; 00007 ; 00000 ; 00000
00030 ; 16/10/2025 ; 21:00 ; 00098 ; 00115 ; 00081 ; 00021 ; 00000 ; 00000 ; 00181 ; 00093 ; 00060 ; 00007 ; 00000 ; 00000
00030 ; 16/10/2025 ; 22:00 ; 00069 ; 00076 ; 00031 ; 00005 ; 00000 ; 00000 ; 00126 ; 00068 ; 00028 ; 00003 ; 00000 ; 00000
00030 ; 16/10/2025 ; 23:00 ; 00074 ; 00056 ; 00034 ; 00004 ; 00000 ; 00000 ; 00079 ; 00064 ; 00019 ; 00002 ; 00000 ; 00000
00030 ; 16/10/2025 ; 24:00 ; 00032 ; 00072 ; 00019 ; 00006 ; 00000 ; 00000 ; 00042 ; 00043 ; 00012 ; 00002 ; 00000 ; 00000
00030 ; 17/10/2025 ; 01:00 ; 00018 ; 00048 ; 00006 ; 00003 ; 00000 ; 00000 ; 00035 ; 00030 ; 00006 ; 00000 ; 00000 ; 00000
00030 ; 17/10/2025 ; 02:00 ; 00021 ; 00053 ; 00008 ; 00003 ; 00000 ; 00000 ; 00012 ; 00025 ; 00003 ; 00001 ; 00000 ; 00000
00030 ; 17/10/2025 ; 03:00 ; 00014 ; 00048 ; 00004 ; 00001 ; 00000 ; 00000 ; 00014 ; 00028 ; 00001 ; 00002 ; 00000 ; 00000
00030 ; 17/10/2025 ; 04:00 ; 00007 ; 00055 ; 00007 ; 00005 ; 00000 ; 00000 ; 00014 ; 00044 ; 00004 ; 00002 ; 00000 ; 00000
00030 ; 17/10/2025 ; 05:00 ; 00027 ; 00060 ; 00015 ; 00008 ; 00000 ; 00000 ; 00022 ; 00048 ; 00003 ; 00003 ; 00000 ; 00000
00030 ; 17/10/2025 ; 06:00 ; 00052 ; 00082 ; 00041 ; 00012 ; 00000 ; 00000 ; 00084 ; 00066 ; 00032 ; 00004 ; 00000 ; 00000
00030 ; 17/10/2025 ; 07:00 ; 00137 ; 00109 ; 00107 ; 00028 ; 00000 ; 00000 ; 00109 ; 00125 ; 00068 ; 00012 ; 00000 ; 00000
00030 ; 17/10/2025 ; 08:00 ; 00211 ; 00170 ; 00270 ; 00037 ; 00000 ; 00000 ; 00236 ; 00161 ; 00119 ; 00015 ; 00000 ; 00000
00030 ; 17/10/2025 ; 09:00 ; 00190 ; 00183 ; 00256 ; 00042 ; 00000 ; 00000 ; 00173 ; 00180 ; 00082 ; 00013 ; 00000 ; 00000
00030 ; 17/10/2025 ; 10:00 ; 00178 ; 00189 ; 00247 ; 00038 ; 00000 ; 00000 ; 00170 ; 00187 ; 00075 ; 00014 ; 00000 ; 00000
00030 ; 17/10/2025 ; 11:00 ; 00145 ; 00195 ; 00203 ; 00050 ; 00000 ; 00000 ; 00164 ; 00209 ; 00067 ; 00011 ; 00000 ; 00000
00030 ; 17/10/2025 ; 12:00 ; 00174 ; 00217 ; 00199 ; 00074 ; 00000 ; 00000 ; 00204 ; 00214 ; 00100 ; 00013 ; 00000 ; 00000
00030 ; 17/10/2025 ; 13:00 ; 00151 ; 00208 ; 00165 ; 00049 ; 00000 ; 00000 ; 00237 ; 00193 ; 00122 ; 00014 ; 00000 ; 00000
00030 ; 17/10/2025 ; 14:00 ; 00162 ; 00208 ; 00256 ; 00041 ; 00000 ; 00000 ; 00282 ; 00147 ; 00117 ; 00010 ; 00000 ; 00000
